filename,width,height,class,xmin,ymin,xmax,ymax
imgc4.jpg,800,600,C,319,505,346,587
imgc4.jpg,800,600,C,266,535,288,597
imgc4.jpg,800,600,C,210,537,231,594
imgc4.jpg,800,600,C,122,497,150,587
imgc4.jpg,800,600,N,400,516,428,567
imgc4.jpg,800,600,SB,245,208,272,226
imgc4.jpg,800,600,SB,542,203,574,223
img12.jpg,0,0,CS,90,167,112,224
img12.jpg,0,0,SOS,116,166,128,190
img12.jpg,0,0,B,157,190,169,221
img12.jpg,0,0,N,204,185,218,218
img12.jpg,0,0,N,236,181,247,215
img12.jpg,0,0,N,276,182,289,213
img12.jpg,0,0,N,304,186,320,221
img12.jpg,0,0,N,336,189,349,220
img12.jpg,0,0,N,366,174,380,204
img12.jpg,0,0,N,407,176,422,209
img12.jpg,0,0,N,440,176,451,210
img12.jpg,0,0,N,469,172,482,208
img12.jpg,0,0,N,499,191,510,222
img12.jpg,0,0,N,534,189,547,220
img12.jpg,0,0,B,600,175,617,207
img12.jpg,0,0,SC,578,169,597,205
img12.jpg,0,0,B,658,189,670,223
img12.jpg,0,0,N,705,185,719,221
img12.jpg,0,0,N,736,182,747,216
img12.jpg,0,0,N,731,299,745,331
img12.jpg,0,0,N,697,315,709,347
img12.jpg,0,0,C,671,311,688,345
img12.jpg,0,0,C,652,314,668,348
img12.jpg,0,0,N,621,294,636,327
img12.jpg,0,0,N,583,299,596,332
img12.jpg,0,0,N,551,315,564,348
img12.jpg,0,0,N,653,421,664,452
img12.jpg,0,0,N,617,437,630,472
img12.jpg,0,0,N,593,421,604,454
img12.jpg,0,0,N,568,424,580,458
img12.jpg,0,0,N,542,426,556,457
img12.jpg,0,0,N,506,419,517,452
img12.jpg,0,0,N,479,439,490,472
img12.jpg,0,0,N,454,434,466,468
img12.jpg,0,0,N,428,432,440,464
img12.jpg,0,0,N,391,432,403,462
img12.jpg,0,0,N,365,434,378,467
img12.jpg,0,0,B,503,293,516,329
img12.jpg,0,0,B,429,297,443,332
img12.jpg,0,0,C,403,298,421,332
img12.jpg,0,0,C,688,421,704,456
img12.jpg,0,0,B,712,423,725,456
img12.jpg,0,0,N,361,295,374,328
img12.jpg,0,0,N,322,314,334,348
img12.jpg,0,0,N,291,295,305,329
img12.jpg,0,0,N,259,298,274,333
img12.jpg,0,0,N,229,299,242,332
img12.jpg,0,0,N,187,295,200,327
img12.jpg,0,0,N,157,315,169,346
img12.jpg,0,0,N,125,311,138,344
img12.jpg,0,0,N,94,306,106,338
img12.jpg,0,0,CS,46,291,68,350
img12.jpg,0,0,SOS,73,292,84,315
img12.jpg,0,0,SOS,74,415,83,439
img12.jpg,0,0,CS,47,415,69,474
img12.jpg,0,0,N,93,418,105,452
img12.jpg,0,0,C,118,437,130,471
img12.jpg,0,0,C,134,434,151,470
img12.jpg,0,0,N,160,439,175,472
img12.jpg,0,0,N,186,417,200,452
img12.jpg,0,0,N,225,422,237,458
img12.jpg,0,0,N,251,419,264,452
img12.jpg,0,0,B,276,434,288,468
img12.jpg,0,0,B,324,438,336,470
img12.jpg,0,0,P,373,319,379,326
img12.jpg,0,0,P,548,186,555,195
img12.jpg,0,0,P,664,443,669,451
Deivid142.jpg,800,600,C,198,7,243,93
Deivid142.jpg,800,600,C,250,2,285,82
Deivid142.jpg,800,600,C,297,9,322,87
Deivid142.jpg,800,600,C,523,24,564,98
Deivid142.jpg,800,600,C,576,21,597,88
Deivid142.jpg,800,600,C,615,12,634,104
Deivid142.jpg,800,600,C,530,226,561,268
Deivid142.jpg,800,600,C,578,231,599,265
Deivid142.jpg,800,600,C,581,208,602,239
Deivid142.jpg,800,600,C,537,205,562,238
Deivid142.jpg,800,600,C,617,201,641,241
Deivid142.jpg,800,600,C,613,227,629,264
Deivid142.jpg,800,600,C,604,325,627,396
Deivid142.jpg,800,600,C,558,331,591,395
Deivid142.jpg,800,600,C,516,327,550,398
Deivid142.jpg,800,600,C,269,312,295,391
Deivid142.jpg,800,600,C,221,322,250,384
Deivid142.jpg,800,600,C,181,299,206,397
Deivid142.jpg,800,600,C,214,204,237,299
Deivid142.jpg,800,600,C,252,208,283,294
Deivid142.jpg,800,600,C,289,206,325,296
Deivid142.jpg,800,600,C,180,507,211,595
Deivid142.jpg,800,600,C,223,509,251,597
Deivid142.jpg,800,600,C,264,504,308,596
Deivid142.jpg,800,600,C,513,520,533,590
Deivid142.jpg,800,600,C,554,504,584,592
Deivid142.jpg,800,600,C,593,508,627,594
Deivid142.jpg,800,600,CS,27,7,50,94
Deivid142.jpg,800,600,CS,19,309,57,405
Deivid142.jpg,800,600,CF,24,211,53,264
Deivid142.jpg,800,600,CF,25,508,55,574
Deivid142.jpg,800,600,Bem,57,34,70,58
Deivid142.jpg,800,600,Bem,63,18,81,37
Deivid142.jpg,800,600,Bem,80,26,97,49
Deivid142.jpg,800,600,Bem,70,39,88,63
Deivid142.jpg,800,600,Bem,51,232,72,272
Deivid142.jpg,800,600,Bem,64,213,76,238
Deivid142.jpg,800,600,Bem,72,240,89,264
Deivid142.jpg,800,600,Bem,83,219,97,243
Deivid142.jpg,800,600,Bem,51,338,70,361
Deivid142.jpg,800,600,Bem,66,330,80,344
Deivid142.jpg,800,600,Bem,76,349,83,364
Deivid142.jpg,800,600,Bem,83,322,96,344
Deivid142.jpg,800,600,Bem,55,533,71,561
Deivid142.jpg,800,600,Bem,67,518,77,542
Deivid142.jpg,800,600,Bem,77,546,87,565
Deivid142.jpg,800,600,Bem,85,518,95,545
Deivid142.jpg,800,600,N,341,4,368,95
Deivid142.jpg,800,600,N,403,26,420,94
Deivid142.jpg,800,600,N,480,39,497,99
Deivid142.jpg,800,600,N,668,33,684,105
Deivid142.jpg,800,600,N,716,39,737,101
Deivid142.jpg,800,600,N,668,201,682,268
Deivid142.jpg,800,600,N,715,196,737,264
Deivid142.jpg,800,600,N,474,229,495,270
Deivid142.jpg,800,600,N,477,200,502,241
Deivid142.jpg,800,600,N,397,196,421,284
Deivid142.jpg,800,600,N,339,202,367,284
Deivid142.jpg,800,600,N,147,208,167,283
Deivid142.jpg,800,600,N,107,313,135,398
Deivid142.jpg,800,600,N,321,322,345,393
Deivid142.jpg,800,600,N,382,331,399,394
Deivid142.jpg,800,600,N,457,332,471,398
Deivid142.jpg,800,600,N,661,321,679,399
Deivid142.jpg,800,600,N,711,331,732,401
Deivid142.jpg,800,600,N,709,511,729,570
Deivid142.jpg,800,600,N,658,509,677,570
Deivid142.jpg,800,600,N,450,514,473,576
Deivid142.jpg,800,600,N,377,499,396,584
Deivid142.jpg,800,600,N,322,505,344,584
Deivid142.jpg,800,600,N,117,509,131,584
Deivid142.jpg,800,600,SOS,444,357,460,400
Deivid142.jpg,800,600,N,139,6,168,101
Deivid142.jpg,800,600,P,168,49,180,64
Deivid142.jpg,800,600,P,165,72,178,84
Deivid142.jpg,800,600,P,368,65,387,80
Deivid142.jpg,800,600,P,371,74,384,89
Deivid142.jpg,800,600,P,418,64,430,74
Deivid142.jpg,800,600,P,420,73,433,84
Deivid142.jpg,800,600,P,498,70,514,85
Deivid142.jpg,800,600,P,499,84,509,94
Deivid142.jpg,800,600,P,681,75,692,86
Deivid142.jpg,800,600,P,680,86,692,95
Deivid142.jpg,800,600,P,730,75,743,85
Deivid142.jpg,800,600,P,728,86,739,98
Deivid142.jpg,800,600,P,732,228,742,240
Deivid142.jpg,800,600,P,737,253,748,264
Deivid142.jpg,800,600,P,680,248,696,259
Deivid142.jpg,800,600,P,367,210,383,218
Deivid142.jpg,800,600,P,366,248,386,270
Deivid142.jpg,800,600,P,419,248,437,264
Deivid142.jpg,800,600,P,418,206,440,226
Deivid142.jpg,800,600,P,497,228,512,242
Deivid142.jpg,800,600,P,680,232,693,244
Deivid142.jpg,800,600,P,686,253,696,264
Deivid142.jpg,800,600,P,728,364,746,377
Deivid142.jpg,800,600,P,728,383,741,392
Deivid142.jpg,800,600,P,673,364,685,379
Deivid142.jpg,800,600,P,676,383,688,397
Deivid142.jpg,800,600,P,677,523,687,535
Deivid142.jpg,800,600,P,676,534,688,542
Deivid142.jpg,800,600,P,729,518,739,535
Deivid142.jpg,800,600,P,729,531,744,546
Deivid142.jpg,800,600,P,470,543,478,553
Deivid142.jpg,800,600,P,472,524,477,534
Deivid142.jpg,800,600,P,396,511,410,524
Deivid142.jpg,800,600,P,397,553,414,566
Deivid142.jpg,800,600,P,338,552,357,560
Deivid142.jpg,800,600,P,343,512,357,524
Deivid142.jpg,800,600,P,132,507,146,525
Deivid142.jpg,800,600,P,132,549,146,564
Deivid142.jpg,800,600,P,134,374,148,386
Deivid142.jpg,800,600,P,133,351,149,364
Deivid142.jpg,800,600,P,342,360,354,376
Deivid142.jpg,800,600,P,341,374,357,384
Deivid142.jpg,800,600,P,397,364,414,384
Deivid142.jpg,800,600,P,400,374,409,387
Deivid142.jpg,800,600,P,467,374,482,387
Deivid142.jpg,800,600,P,467,384,478,394
Deivid142.jpg,800,600,P,164,247,179,259
Deivid142.jpg,800,600,P,167,203,179,222
Deivid101.jpg,800,600,CS,11,1,43,61
Deivid101.jpg,800,600,CS,15,206,46,268
Deivid101.jpg,800,600,CS,16,407,47,471
Deivid101.jpg,800,600,CF,14,119,46,160
Deivid101.jpg,800,600,CF,16,330,46,366
Deivid101.jpg,800,600,CF,18,533,45,570
Deivid101.jpg,800,600,SOS,46,8,66,25
Deivid101.jpg,800,600,SOS,48,125,63,147
Deivid101.jpg,800,600,SOS,45,207,65,234
Deivid101.jpg,800,600,SOS,48,332,64,355
Deivid101.jpg,800,600,SOS,47,413,65,435
Deivid101.jpg,800,600,SOS,51,539,65,558
Deivid101.jpg,800,600,N,114,18,136,60
Deivid101.jpg,800,600,N,110,128,136,184
Deivid101.jpg,800,600,N,74,208,95,261
Deivid101.jpg,800,600,N,107,208,136,262
Deivid101.jpg,800,600,N,70,334,87,376
Deivid101.jpg,800,600,N,103,333,133,386
Deivid101.jpg,800,600,N,85,416,109,465
Deivid101.jpg,800,600,N,132,414,160,466
Deivid101.jpg,800,600,N,195,414,216,464
Deivid101.jpg,800,600,N,386,426,407,467
Deivid101.jpg,800,600,N,432,419,458,461
Deivid101.jpg,800,600,N,81,535,110,577
Deivid101.jpg,800,600,N,124,541,157,581
Deivid101.jpg,800,600,N,193,534,215,582
Deivid101.jpg,800,600,N,380,536,413,580
Deivid101.jpg,800,600,N,425,527,455,586
Deivid101.jpg,800,600,N,409,332,437,385
Deivid101.jpg,800,600,N,256,18,275,58
Deivid101.jpg,800,600,N,557,9,583,56
Deivid101.jpg,800,600,N,602,13,632,57
Deivid101.jpg,800,600,N,663,6,683,56
Deivid101.jpg,800,600,N,657,128,681,171
Deivid101.jpg,800,600,N,601,122,628,174
Deivid101.jpg,800,600,N,556,124,582,174
Deivid101.jpg,800,600,N,250,126,273,180
Deivid101.jpg,800,600,N,350,249,367,267
Deivid101.jpg,800,600,N,412,224,437,269
Deivid101.jpg,800,600,N,538,223,557,264
Deivid101.jpg,800,600,N,535,330,555,385
Deivid101.jpg,800,600,SOS,149,45,163,68
Deivid101.jpg,800,600,SOS,160,41,176,64
Deivid101.jpg,800,600,SOS,235,248,248,267
Deivid101.jpg,800,600,SOS,444,253,453,273
Deivid101.jpg,800,600,SOS,454,244,465,265
Deivid101.jpg,800,600,C,177,22,196,60
Deivid101.jpg,800,600,C,205,21,228,59
Deivid101.jpg,800,600,C,315,21,340,61
Deivid101.jpg,800,600,C,359,2,387,61
Deivid101.jpg,800,600,C,406,3,427,57
Deivid101.jpg,800,600,C,449,4,477,55
Deivid101.jpg,800,600,C,493,9,522,56
Deivid101.jpg,800,600,C,706,8,731,54
Deivid101.jpg,800,600,C,746,4,769,56
Deivid101.jpg,800,600,C,745,123,767,178
Deivid101.jpg,800,600,C,700,125,728,173
Deivid101.jpg,800,600,C,483,124,523,188
Deivid101.jpg,800,600,C,443,127,477,186
Deivid101.jpg,800,600,C,398,126,427,194
Deivid101.jpg,800,600,C,358,124,381,190
Deivid101.jpg,800,600,C,310,125,337,186
Deivid101.jpg,800,600,C,203,124,227,190
Deivid101.jpg,800,600,C,167,126,192,188
Deivid101.jpg,800,600,C,162,222,186,254
Deivid101.jpg,800,600,C,208,220,229,255
Deivid101.jpg,800,600,C,247,220,266,265
Deivid101.jpg,800,600,C,374,248,392,274
Deivid101.jpg,800,600,C,467,229,484,268
Deivid101.jpg,800,600,C,493,227,516,263
Deivid101.jpg,800,600,C,584,224,609,265
Deivid101.jpg,800,600,C,625,210,643,259
Deivid101.jpg,800,600,C,661,206,683,259
Deivid101.jpg,800,600,C,701,202,729,254
Deivid101.jpg,800,600,C,745,204,760,257
Deivid101.jpg,800,600,C,702,334,723,391
Deivid101.jpg,800,600,C,743,333,768,386
Deivid101.jpg,800,600,C,656,329,685,394
Deivid101.jpg,800,600,C,623,328,643,392
Deivid101.jpg,800,600,C,577,329,601,392
Deivid101.jpg,800,600,C,157,337,181,387
Deivid101.jpg,800,600,C,206,338,226,390
Deivid101.jpg,800,600,C,242,329,263,385
Deivid101.jpg,800,600,C,271,409,297,466
Deivid101.jpg,800,600,C,317,407,344,464
Deivid101.jpg,800,600,C,505,414,531,467
Deivid101.jpg,800,600,C,553,418,571,467
Deivid101.jpg,800,600,C,601,406,622,461
Deivid101.jpg,800,600,C,597,526,618,585
Deivid101.jpg,800,600,C,549,534,573,584
Deivid101.jpg,800,600,C,500,528,522,582
Deivid101.jpg,800,600,C,315,535,342,595
Deivid101.jpg,800,600,C,272,542,294,594
Deivid101.jpg,800,600,SC,290,223,309,265
Deivid101.jpg,800,600,SC,285,324,309,390
Deivid101.jpg,800,600,SC,665,416,692,460
Deivid101.jpg,800,600,SC,654,529,693,584
Deivid101.jpg,800,600,C,457,330,485,391
Deivid101.jpg,800,600,C,486,331,517,397
Deivid101.jpg,800,600,B,336,332,365,381
Deivid101.jpg,800,600,B,718,443,738,464
Deivid101.jpg,800,600,B,722,420,744,452
Deivid101.jpg,800,600,B,718,563,738,591
Deivid101.jpg,800,600,B,719,533,738,558
Deivid133.jpg,800,600,B,353,7,382,81
Deivid133.jpg,800,600,B,665,32,693,90
Deivid133.jpg,800,600,B,667,212,693,287
Deivid133.jpg,800,600,B,695,338,709,386
Deivid133.jpg,800,600,B,689,374,710,414
Deivid133.jpg,800,600,B,691,528,707,579
Deivid133.jpg,800,600,B,337,515,371,590
Deivid133.jpg,800,600,B,347,316,371,381
Deivid133.jpg,800,600,B,352,207,381,284
Deivid133.jpg,800,600,CS,19,14,50,96
Deivid133.jpg,800,600,CS,21,323,49,403
Deivid133.jpg,800,600,CF,19,217,53,263
Deivid133.jpg,800,600,CF,25,507,55,575
Deivid133.jpg,800,600,SOS,51,20,67,44
Deivid133.jpg,800,600,SOS,67,35,80,66
Deivid133.jpg,800,600,SOS,55,218,70,245
Deivid133.jpg,800,600,SOS,66,236,87,275
Deivid133.jpg,800,600,SOS,51,322,67,346
Deivid133.jpg,800,600,SOS,65,340,81,371
Deivid133.jpg,800,600,SOS,51,520,67,549
Deivid133.jpg,800,600,SOS,67,540,83,569
Deivid133.jpg,800,600,N,131,39,155,81
Deivid133.jpg,800,600,N,134,68,147,102
Deivid133.jpg,800,600,N,194,24,219,88
Deivid133.jpg,800,600,N,229,19,254,87
Deivid133.jpg,800,600,N,269,21,287,82
Deivid133.jpg,800,600,N,394,26,427,92
Deivid133.jpg,800,600,N,437,13,469,74
Deivid133.jpg,800,600,N,490,24,512,82
Deivid133.jpg,800,600,N,572,23,590,84
Deivid133.jpg,800,600,N,616,24,634,94
Deivid133.jpg,800,600,N,717,22,753,84
Deivid133.jpg,800,600,P,286,56,294,65
Deivid133.jpg,800,600,P,286,67,296,74
Deivid133.jpg,800,600,P,508,56,517,64
Deivid133.jpg,800,600,P,506,66,517,74
Deivid133.jpg,800,600,P,510,254,517,267
Deivid133.jpg,800,600,P,507,208,521,224
Deivid133.jpg,800,600,P,284,213,296,222
Deivid133.jpg,800,600,P,283,234,295,244
Deivid133.jpg,800,600,P,265,360,278,369
Deivid133.jpg,800,600,P,268,372,278,376
Deivid133.jpg,800,600,P,507,357,524,367
Deivid133.jpg,800,600,P,509,369,524,382
Deivid133.jpg,800,600,P,709,378,721,393
Deivid133.jpg,800,600,P,708,525,720,534
Deivid133.jpg,800,600,P,707,534,720,550
Deivid133.jpg,800,600,P,270,515,280,526
Deivid133.jpg,800,600,P,269,532,284,548
Deivid133.jpg,800,600,P,510,514,520,526
Deivid133.jpg,800,600,P,510,555,526,566
Deivid133.jpg,800,600,N,715,202,734,285
Deivid133.jpg,800,600,N,609,213,646,295
Deivid133.jpg,800,600,N,563,212,586,288
Deivid133.jpg,800,600,N,531,212,547,244
Deivid133.jpg,800,600,N,439,214,457,292
Deivid133.jpg,800,600,N,394,214,424,292
Deivid133.jpg,800,600,N,231,214,247,281
Deivid133.jpg,800,600,N,175,215,221,283
Deivid133.jpg,800,600,N,132,220,153,282
Deivid133.jpg,800,600,N,111,334,132,384
Deivid133.jpg,800,600,N,107,373,128,407
Deivid133.jpg,800,600,N,171,320,201,388
Deivid133.jpg,800,600,N,210,327,246,392
Deivid133.jpg,800,600,N,391,322,419,388
Deivid133.jpg,800,600,N,440,322,470,382
Deivid133.jpg,800,600,N,589,329,614,384
Deivid133.jpg,800,600,N,636,334,666,397
Deivid133.jpg,800,600,N,634,512,655,587
Deivid133.jpg,800,600,N,584,516,610,593
Deivid133.jpg,800,600,N,430,517,464,589
Deivid133.jpg,800,600,N,382,510,414,591
Deivid133.jpg,800,600,N,209,513,236,574
Deivid133.jpg,800,600,N,170,517,195,585
Deivid133.jpg,800,600,N,105,526,140,579
Deivid133.jpg,800,600,C,307,16,339,87
Deivid133.jpg,800,600,C,528,26,563,89
Deivid133.jpg,800,600,C,297,207,335,283
Deivid133.jpg,800,600,N,272,209,284,278
Deivid133.jpg,800,600,C,532,207,553,299
Deivid133.jpg,800,600,C,541,330,571,392
Deivid133.jpg,800,600,C,298,325,331,389
Deivid133.jpg,800,600,C,299,518,322,584
Deivid133.jpg,800,600,C,533,514,562,591
Deivid133.jpg,800,600,N,254,520,267,591
Deivid133.jpg,800,600,N,435,518,457,592
Deivid115.jpg,800,600,N,433,16,451,76
Deivid115.jpg,800,600,N,693,24,712,77
Deivid115.jpg,800,600,N,696,160,711,196
Deivid115.jpg,800,600,N,700,135,715,169
Deivid115.jpg,800,600,N,424,147,452,214
Deivid115.jpg,800,600,N,119,444,139,496
Deivid115.jpg,800,600,N,492,452,514,496
Deivid115.jpg,800,600,N,542,453,567,504
Deivid115.jpg,800,600,N,614,444,639,491
Deivid115.jpg,800,600,N,657,439,691,491
Deivid115.jpg,800,600,N,657,535,689,590
Deivid115.jpg,800,600,N,613,531,634,593
Deivid115.jpg,800,600,N,543,539,562,568
Deivid115.jpg,800,600,N,546,518,566,549
Deivid115.jpg,800,600,N,497,517,522,547
Deivid115.jpg,800,600,N,497,538,511,574
Deivid115.jpg,800,600,N,112,527,138,592
Deivid115.jpg,800,600,C,152,28,183,64
Deivid115.jpg,800,600,C,151,54,170,83
Deivid115.jpg,800,600,C,213,12,238,78
Deivid115.jpg,800,600,C,250,13,284,78
Deivid115.jpg,800,600,C,297,4,322,76
Deivid115.jpg,800,600,C,341,4,373,71
Deivid115.jpg,800,600,C,397,9,423,73
Deivid115.jpg,800,600,C,465,18,497,72
Deivid115.jpg,800,600,C,522,24,549,70
Deivid115.jpg,800,600,C,575,24,595,75
Deivid115.jpg,800,600,C,613,13,634,70
Deivid115.jpg,800,600,C,643,21,669,79
Deivid115.jpg,800,600,C,751,28,779,74
Deivid115.jpg,800,600,C,748,187,773,219
Deivid115.jpg,800,600,C,599,155,633,212
Deivid115.jpg,800,600,C,646,157,665,205
Deivid115.jpg,800,600,C,570,154,592,213
Deivid115.jpg,800,600,C,527,150,552,207
Deivid115.jpg,800,600,C,466,157,491,214
Deivid115.jpg,800,600,C,397,188,417,221
Deivid115.jpg,800,600,C,343,157,367,219
Deivid115.jpg,800,600,C,301,152,319,217
Deivid115.jpg,800,600,C,252,138,282,219
Deivid115.jpg,800,600,C,212,154,238,217
Deivid115.jpg,800,600,C,156,148,183,181
Deivid115.jpg,800,600,C,150,174,166,204
Deivid115.jpg,800,600,C,108,224,136,298
Deivid115.jpg,800,600,C,147,234,176,290
Deivid115.jpg,800,600,C,198,241,222,294
Deivid115.jpg,800,600,C,244,228,264,290
Deivid115.jpg,800,600,C,300,233,328,292
Deivid115.jpg,800,600,C,346,239,361,289
Deivid115.jpg,800,600,C,384,234,404,285
Deivid115.jpg,800,600,C,423,230,449,281
Deivid115.jpg,800,600,C,481,231,516,284
Deivid115.jpg,800,600,C,535,236,552,292
Deivid115.jpg,800,600,C,578,229,607,290
Deivid115.jpg,800,600,C,618,226,642,288
Deivid115.jpg,800,600,C,617,367,641,419
Deivid115.jpg,800,600,C,572,366,598,414
Deivid115.jpg,800,600,C,523,367,555,418
Deivid115.jpg,800,600,C,489,366,509,419
Deivid115.jpg,800,600,C,420,363,448,422
Deivid115.jpg,800,600,C,378,362,407,420
Deivid115.jpg,800,600,C,336,359,361,425
Deivid115.jpg,800,600,C,295,373,319,416
Deivid115.jpg,800,600,C,236,347,264,427
Deivid115.jpg,800,600,C,188,352,220,428
Deivid115.jpg,800,600,C,149,355,176,426
Deivid115.jpg,800,600,C,105,367,135,425
Deivid115.jpg,800,600,C,159,436,187,496
Deivid115.jpg,800,600,C,193,440,210,493
Deivid115.jpg,800,600,C,329,440,350,494
Deivid115.jpg,800,600,C,361,441,387,494
Deivid115.jpg,800,600,C,399,439,429,494
Deivid115.jpg,800,600,C,441,448,467,494
Deivid115.jpg,800,600,C,437,535,460,587
Deivid115.jpg,800,600,C,401,541,419,586
Deivid115.jpg,800,600,C,363,556,397,587
Deivid115.jpg,800,600,C,372,532,386,558
Deivid115.jpg,800,600,C,332,555,346,588
Deivid115.jpg,800,600,C,326,522,353,554
Deivid115.jpg,800,600,SOS,356,544,372,565
Deivid115.jpg,800,600,C,195,534,211,594
